Part 1 of 2, 9.00 ,,,,,,,,
Student ID,Program,Acad Plan,First Name,Middle,Last,Campus,User,Email ID,Proj Level
6364769,UMA10,MABAECOHC,Clarence,Frances,Sims,UW,aharvey,fsims@realcube.gov,2A
9688423,UMA10,ME,Gerald,Julie,Hanson,UW,cfuller,jhanson@avaveo.biz,2B
7955441,UMA50,MABAECOHC,Katherine,George,Perez,UW,alarson,gperez@topdrive.org,4A
8413411,UMA50,MABAECOHC,Tammy,Angela,Lewis,UW,fchapman,alewis@tagpad.info,3B
7735451,UMA50,ME,Terry,Frank,Hanson,UW,pkelly,fhanson@linklinks.org,4B
8939563,UMA10,CSBHC,Jessica,Kimberly,Hansen,UW,khansen,khansen@yotz.name,4B
7690301,UMA10,MABAECOHC,Cynthia,Wanda,Lopez,UW,kaustin,wlopez@skiptube.com,2B
6802928,UMA10,CSBHC,Tammy,Diana,Elliott,UW,jporter,delliott@voonix.info,4A
8160064,UMA10,ME,Margaret,Bonnie,Lee,UW,wgarrett,blee@jumpxs.name,1A
4684694,UMA50,CSBHC,George,Andrea,Mcdonald,UW,rcarr,amcdonald@teklist.gov,4A
2193252,UMA10,CSBHC,Harry,David,Hunter,UW,fberry,dhunter@yamia.org,3B
4112229,UMA10,SYDE,Jose,Laura,Andrews,UW,rpatterson,landrews@ozu.mil,2A
2692341,UMA50,CSBHC,Christina,Laura,Harper,UW,waustin,lharper@digitube.name,2A
3150646,UMA50,MABAECOHC,Tammy,Harold,Carter,UW,tjackson,hcarter@dabvine.name,1A
7985730,UMA10,CSBHC,Terry,Christopher,Schmidt,UW,jfrazier,cschmidt@meezzy.net,2A
9802770,UMA50,CSBHC,Christina,Kenneth,Jordan,UW,rwright,kjordan@zooveo.net,2A
8625502,UMA50,MABAECOHC,Debra,Carlos,Reed,UW,wbishop,creed@kare.gov,1A
3648042,UMA50,ME,Rose,Maria,Diaz,UW,jhall,mdiaz@meemm.org,2B
5851785,UMA50,MABAECOHC,Larry,Christine,Hansen,UW,egraham,chansen@tagcat.com,1B
8604157,UMA50,SYDE,Kimberly,Shawn,Hamilton,UW,jferguson,shamilton@kwimbee.gov,1A
4823039,UMA10,CSBHC,David,Helen,Mills,UW,cdaniels,hmills@eayo.info,4A
4380370,UMA50,CSBHC,Ernest,Lois,Morales,UW,ahunter,lmorales@zoozzy.org,4A
7624691,UMA50,MABAECOHC,Margaret,Walter,Holmes,UW,jgardner,wholmes@gabtune.mil,3A
7952102,UMA50,SYDE,Alan,Dorothy,Butler,UW,pbrooks,dbutler@flashpoint.gov,3B
8194640,UMA10,ME,Janet,Frances,Meyer,UW,cjordan,fmeyer@twitterwire.biz,3A
1402600,UMA50,MABAECOHC,Louise,Bobby,Banks,UW,jowens,bbanks@ozu.info,2B
6431669,UMA50,SYDE,Carol,Joshua,Alexander,UW,clewis,jalexander@topiclounge.name,4A
3629147,UMA10,MABAECOHC,Richard,Gloria,Rogers,UW,tstephens,grogers@fanoodle.mil,1A
5739875,UMA10,ME,Donald,Jeffrey,Graham,UW,tjordan,jgraham@realmix.net,3B
1364992,UMA50,SYDE,Fred,Christina,Castillo,UW,bgutierrez,ccastillo@fatz.edu,3A
3934968,UMA10,MABAECOHC,James,Brandon,Cook,UW,ecastillo,bcook@edgetag.biz,4A
5894100,UMA10,SYDE,Johnny,Douglas,Johnson,UW,jbutler,djohnson@zoovu.edu,2B
1840680,UMA10,SYDE,Timothy,Kathleen,Lawrence,UW,cwarren,klawrence@vinte.edu,3A
3874482,UMA50,SYDE,Jose,Albert,Arnold,UW,wday,aarnold@roomm.com,3A
5453043,UMA10,ME,Pamela,Jesse,Andrews,UW,sross,jandrews@browsetype.edu,2B
4836385,UMA10,CSBHC,Brandon,Roger,Dunn,UW,friley,rdunn@devify.info,1B
8347603,UMA50,ME,Lisa,Karen,Willis,UW,rwells,kwillis@muxo.com,2B
6177988,UMA50,MABAECOHC,Sandra,Martha,Wood,UW,lramirez,mwood@browsezoom.gov,1A
1878019,UMA10,MABAECOHC,Kathleen,Harold,Jackson,UW,bclark,hjackson@browsebug.mil,4A
6147728,UMA10,SYDE,Martha,Jack,Howell,UW,ggomez,jhowell@plajo.mil,2B
1254019,UMA50,MABAECOHC,Jose,Barbara,Dunn,UW,jperkins,bdunn@flashdog.org,1B
5994167,UMA10,SYDE,Marie,Diane,Bell,UW,vdavis,dbell@teklist.edu,1A
1537830,UMA50,ME,Victor,Heather,James,UW,jdean,hjames@leenti.biz,3A
5763461,UMA10,CSBHC,Diane,Denise,Rice,UW,ehicks,drice@yabox.info,3A
4813757,UMA10,ME,Heather,Brandon,Stephens,UW,ebrown,bstephens@topdrive.com,4A
4866024,UMA10,CSBHC,George,Marilyn,Olson,UW,ecruz,molson@katz.name,3B
2282713,UMA10,ME,Stephen,Rose,Hernandez,UW,cgonzalez,rhernandez@tagtune.com,2B
4483469,UMA50,SYDE,Susan,Randy,Wheeler,UW,ghart,rwheeler@npath.name,3B
5948183,UMA50,MABAECOHC,Amanda,Annie,Williamson,UW,bburton,awilliamson@quimba.edu,4B
6153886,UMA50,ME,Martha,Victor,Ruiz,UW,jchapman,vruiz@buzzbean.edu,3A
9629757,UMA50,ME,Todd,Louise,Wheeler,UW,mlawson,lwheeler@youbridge.edu,4A
7575430,UMA10,CSBHC,Jimmy,Michelle,Nelson,UW,ksmith,mnelson@flashspan.edu,1B
2894597,UMA10,ME,Mary,Harry,Grant,UW,wfreeman,hgrant@kwinu.com,1B
3527041,UMA50,MABAECOHC,Heather,Randy,Peters,UW,wharper,rpeters@meetz.name,1B
3123966,UMA10,ME,Karen,Lawrence,Daniels,UW,aryan,ldaniels@zoonoodle.biz,4A
5282821,UMA10,ME,Julia,Chris,Hansen,UW,adean,chansen@photojam.net,4B
9017667,UMA50,CSBHC,George,Shirley,Warren,UW,afowler,swarren@realfire.com,3B
6583245,UMA50,SYDE,Martin,Carlos,Jackson,UW,rgomez,cjackson@wordware.name,1B
5880236,UMA50,MABAECOHC,Brenda,Norma,Rose,UW,hgonzales,nrose@mudo.com,1A
6058963,UMA50,ME,Lisa,Bobby,Wells,UW,jwallace,bwells@topdrive.mil,4A
8159493,UMA50,CSBHC,Louis,Billy,Wright,UW,wcarr,bwright@blognation.name,3A
9737309,UMA50,CSBHC,Susan,Cheryl,Butler,UW,gwilliams,cbutler@dabz.net,2A
7154927,UMA10,SYDE,Victor,Benjamin,Green,UW,cwillis,bgreen@oyoloo.net,3B
4306802,UMA10,ME,Bonnie,Bruce,Sanchez,UW,erobinson,bsanchez@eabox.edu,2A
4018075,UMA50,MABAECOHC,John,Donna,Grant,UW,dowens,dgrant@cogilith.com,3B
3724747,UMA10,ME,Marilyn,Stephanie,Mason,UW,randrews,smason@devpulse.info,1B
9033132,UMA10,MABAECOHC,Louise,Russell,Dixon,UW,rwarren,rdixon@voonix.gov,3A
7653580,UMA50,ME,Martha,Carl,Hunt,UW,rcox,chunt@aivee.info,3B
2825762,UMA50,SYDE,Maria,Jane,Grant,UW,fmarshall,jgrant@muxo.biz,1A
6292720,UMA10,ME,Albert,Wayne,Rodriguez,UW,jmcdonald,wrodriguez@digitube.info,4A
7190836,UMA50,CSBHC,Louis,Randy,Frazier,UW,sday,rfrazier@plambee.biz,4A
4225325,UMA50,SYDE,Victor,Walter,Miller,UW,syoung,wmiller@photofeed.biz,2B
5278866,UMA50,MABAECOHC,Stephen,Phyllis,Mills,UW,rkennedy,pmills@topiczoom.net,2B
2526438,UMA10,CSBHC,Terry,Paul,Henry,UW,pcarpenter,phenry@oyonder.com,4A
8439665,UMA50,SYDE,Martha,Richard,Franklin,UW,preid,rfranklin@kazio.org,1B
7822204,UMA10,SYDE,Joshua,Amanda,Martinez,UW,rkennedy,amartinez@zoozzy.info,3B
3749278,UMA50,CSBHC,Julie,Diane,Bennett,UW,jryan,dbennett@izio.net,3B
5917653,UMA50,SYDE,David,Elizabeth,Elliott,UW,lnguyen,eelliott@roodel.org,4A
4286879,UMA50,SYDE,Ruby,Wayne,Cooper,UW,bross,wcooper@shuffletag.org,1A
1079526,UMA50,CSBHC,Lisa,Keith,Welch,UW,gfernandez,kwelch@thoughtmix.org,1A
5400591,UMA50,SYDE,Juan,Sean,Kim,UW,jfrazier,skim@thoughtbeat.name,3A
5323187,UMA50,CSBHC,Peter,Daniel,Marshall,UW,rbennett,dmarshall@fivespan.biz,4B
2851302,UMA50,MABAECOHC,Joyce,George,Sullivan,UW,swilson,gsullivan@ozu.org,4A
3634043,UMA50,CSBHC,Kathy,Brandon,Brown,UW,ebarnes,bbrown@rhyzio.gov,4A
9041459,UMA10,SYDE,Stephen,Anne,Gordon,UW,cfuller,agordon@kazu.com,4B
9542742,UMA50,SYDE,Jason,William,West,UW,rrodriguez,wwest@skipstorm.org,4B
7687187,UMA10,MABAECOHC,Carlos,Louis,Kelley,UW,calvarez,lkelley@latz.net,1B
1661820,UMA50,ME,Cheryl,Betty,Holmes,UW,acarpenter,bholmes@yodo.com,3A
9990040,UMA50,ME,Gary,Wanda,Stanley,UW,hreid,wstanley@twinder.edu,4A
3289706,UMA50,CSBHC,Harold,Aaron,Lee,UW,sjackson,alee@youbridge.edu,4A
5268158,UMA50,MABAECOHC,Rebecca,Jeremy,Hansen,UW,jrichards,jhansen@youfeed.gov,3A
4396962,UMA50,CSBHC,Joan,Lillian,Stone,UW,ajames,lstone@buzzdog.gov,4A
8290563,UMA50,SYDE,Wanda,Ralph,Vasquez,UW,pphillips,rvasquez@tagpad.edu,2A
2144023,UMA50,MABAECOHC,Antonio,Terry,Cole,UW,mcooper,tcole@wikibox.org,2A
1508082,UMA50,MABAECOHC,Bobby,Teresa,Bryant,UW,kking,tbryant@bluejam.edu,2A
8066129,UMA50,MABAECOHC,Gary,Albert,James,UW,rhernandez,ajames@yodo.gov,3A
4862152,UMA10,CSBHC,Kathleen,Daniel,Grant,UW,fgardner,dgrant@cogilith.name,1B
9375928,UMA50,ME,Ann,Kathleen,Castillo,UW,gmiller,kcastillo@tekfly.com,3A
1227941,UMA10,CSBHC,Philip,Diane,Mccoy,UW,gharris,dmccoy@kare.info,3A
8888740,UMA10,SYDE,Catherine,Daniel,Warren,UW,gyoung,dwarren@oyondu.edu,4A
5687648,UMA50,SYDE,Lawrence,Joshua,Austin,UW,jreed,jaustin@topicshots.mil,1B
4852829,UMA10,SYDE,Daniel,Carolyn,Simpson,UW,ahenry,csimpson@dynazzy.org,4A
9783803,UMA10,ME,Timothy,Nicole,Morrison,UW,twilson,nmorrison@babbleset.edu,4A
2637695,UMA50,MABAECOHC,Andrea,Earl,Thomas,UW,tlarson,ethomas@devpoint.name,2B
2307052,UMA10,SYDE,Gloria,Norma,Barnes,UW,cgibson,nbarnes@agivu.mil,2A
5422068,UMA10,CSBHC,Nicole,Jose,Hunter,UW,mmorrison,jhunter@oyonder.edu,1A
2476027,UMA50,SYDE,Rachel,Louise,Shaw,UW,jmccoy,lshaw@voomm.info,3B
3866731,UMA10,SYDE,Carl,Shawn,Gardner,UW,svasquez,sgardner@vidoo.org,4B
7997266,UMA10,CSBHC,Jimmy,Jane,Hamilton,UW,jrichards,jhamilton@oyoyo.org,1A
8924131,UMA50,CSBHC,Marilyn,Laura,Dunn,UW,aflores,ldunn@thoughtsphere.gov,4A
4005314,UMA50,ME,Judy,Norma,Hicks,UW,rmiller,nhicks@feedfire.mil,4A
7757993,UMA10,SYDE,Julie,Linda,Johnson,UW,achapman,ljohnson@blogtags.name,1B
5321525,UMA10,ME,Heather,Nicole,Coleman,UW,jhoward,ncoleman@mybuzz.net,4B
9644833,UMA10,CSBHC,Ann,Joe,Berry,UW,mpeters,jberry@divanoodle.gov,3A
5402201,UMA10,MABAECOHC,Cheryl,Phyllis,Griffin,UW,grichardson,pgriffin@kwinu.biz,2B
2888783,UMA10,SYDE,Gloria,Ralph,Fowler,UW,fmyers,rfowler@brightbean.gov,1A
1478014,UMA10,SYDE,Albert,Keith,Fisher,UW,srobinson,kfisher@tazz.mil,1A
9643402,UMA50,MABAECOHC,Shawn,Dorothy,Nichols,UW,bwatkins,dnichols@browseblab.net,3B
6943455,UMA50,MABAECOHC,Alice,Jeremy,Patterson,UW,rwatkins,jpatterson@edgeclub.com,3A
3168257,UMA10,MABAECOHC,Joshua,Shawn,Woods,UW,wmartin,swoods@bubbletube.org,1B
2750959,UMA50,CSBHC,Amy,Paula,Ramos,UW,jhicks,pramos@agimba.mil,2A
7514561,UMA50,CSBHC,Jerry,Diana,Harvey,UW,cgraham,dharvey@gabspot.name,1B
4029970,UMA50,MABAECOHC,Deborah,Sarah,Long,UW,ajordan,slong@muxo.net,4B
8249938,UMA10,MABAECOHC,Mildred,Bobby,Romero,UW,cmurphy,bromero@tazzy.org,1A
9463274,UMA50,MABAECOHC,Ruby,Nicholas,Wilson,UW,wowens,nwilson@skibox.gov,3A
5851770,UMA50,SYDE,Russell,Fred,Payne,UW,sellis,fpayne@twitterworks.info,3A
1455907,UMA50,ME,Carl,Carlos,Brooks,UW,bford,cbrooks@trupe.mil,4B
9137337,UMA10,SYDE,Carol,Christine,Clark,UW,rgreene,cclark@thoughtstorm.edu,3B
3162173,UMA10,CSBHC,Ernest,Kathy,Holmes,UW,jfranklin,kholmes@aimbu.name,3A
3470995,UMA10,ME,Heather,Lawrence,Watkins,UW,mnelson,lwatkins@kanoodle.mil,1B
1207108,UMA50,MABAECOHC,Craig,Deborah,Morgan,UW,jsmith,dmorgan@skimia.biz,4A
9293792,UMA10,SYDE,Karen,Shirley,Morgan,UW,tcunningham,smorgan@brainlounge.net,1B
2135314,UMA10,SYDE,Brian,Jason,Kelley,UW,bcoleman,jkelley@omba.net,3B
7901849,UMA10,ME,Michael,Catherine,Stewart,UW,dgeorge,cstewart@quimba.edu,4B
6346611,UMA50,SYDE,Chris,Jose,Bowman,UW,jchapman,jbowman@roombo.info,3B
6797719,UMA10,ME,John,Phyllis,Thomas,UW,dmorgan,pthomas@edgepulse.edu,2A
5785034,UMA50,ME,Christina,Debra,Cunningham,UW,pstevens,dcunningham@voonyx.com,1B
9967338,UMA10,MABAECOHC,Larry,Eric,Ferguson,UW,jfernandez,eferguson@leenti.name,3B
9184610,UMA50,ME,Douglas,Doris,Rose,UW,amiller,drose@topicware.edu,1A
4622515,UMA50,ME,Ashley,Irene,Meyer,UW,dgreene,imeyer@realblab.com,1B
5801413,UMA10,SYDE,Joe,Diana,Weaver,UW,bhicks,dweaver@mybuzz.com,4A
7781610,UMA50,MABAECOHC,Shawn,Alan,Robertson,UW,eallen,arobertson@devify.com,1A
5049986,UMA50,SYDE,Harry,Christina,Ryan,UW,klane,cryan@fivebridge.net,1A
3107529,UMA10,MABAECOHC,Thomas,Lois,Montgomery,UW,gperkins,lmontgomery@tekfly.gov,4A
4402649,UMA10,MABAECOHC,Kathy,Alan,Perry,UW,ldunn,aperry@gevee.name,1B
3895356,UMA10,ME,Virginia,Aaron,Walker,UW,jgreene,awalker@skivee.info,3A
3203358,UMA50,CSBHC,Christina,Ernest,Jordan,UW,mstephens,ejordan@brainbox.info,4B
5176961,UMA50,MABAECOHC,Chris,Sandra,Mitchell,UW,lrussell,smitchell@zoonder.org,2B
2225352,UMA50,ME,Sean,Raymond,Henry,UW,fday,rhenry@thoughtsphere.org,4A
2285834,UMA10,ME,Jessica,Karen,Rogers,UW,tferguson,krogers@innotype.net,3B
9520945,UMA10,CSBHC,Sean,Lillian,Torres,UW,rsimmons,ltorres@yodoo.biz,1A
9816323,UMA50,MABAECOHC,Susan,Doris,Ferguson,UW,emendoza,dferguson@feednation.gov,1A
6720392,UMA50,CSBHC,Karen,Brenda,Nelson,UW,djacobs,bnelson@yakitri.net,3A
7604662,UMA50,MABAECOHC,Donald,Sharon,Grant,UW,ahunter,sgrant@jaloo.edu,2A
4074690,UMA10,ME,Julia,Jeremy,Fox,UW,rcunningham,jfox@agivu.mil,1A
9235056,UMA50,CSBHC,Judy,Timothy,Woods,UW,pandrews,twoods@dynabox.com,2A
2481708,UMA10,MABAECOHC,Johnny,Craig,Grant,UW,pkim,cgrant@skiba.name,1B
3160369,UMA10,CSBHC,Diane,Ashley,Gonzalez,UW,sfisher,agonzalez@buzzster.org,3B
8531965,UMA50,ME,Katherine,Todd,Graham,UW,jfox,tgraham@divape.info,4B
5694172,UMA50,SYDE,Christine,Judith,Harvey,UW,rwoods,jharvey@kaymbo.gov,2B
4680156,UMA50,CSBHC,Stephanie,Lawrence,Howard,UW,dtucker,lhoward@meevee.biz,4A
8772361,UMA50,MABAECOHC,Carlos,Ruby,Wood,UW,ecarter,rwood@zoombeat.edu,3A
1473175,UMA10,ME,Charles,Helen,Welch,UW,prodriguez,hwelch@aimbo.gov,2A
1695019,UMA10,CSBHC,Stephanie,Jimmy,Sanders,UW,ewest,jsanders@mycat.info,1B
6478243,UMA10,CSBHC,Wanda,Jennifer,Marshall,UW,jevans,jmarshall@meetz.com,4B
1452833,UMA50,MABAECOHC,Bruce,Walter,Reyes,UW,cwoods,wreyes@browsezoom.net,4A
6706225,UMA10,SYDE,Brenda,Johnny,Bailey,UW,rday,jbailey@skyble.mil,2B
4058058,UMA50,CSBHC,Jean,Gary,Hunter,UW,fwoods,ghunter@aimbo.com,1A
9011457,UMA50,SYDE,Fred,Albert,Ward,UW,sbryant,award@voonyx.mil,3A
8290597,UMA50,MABAECOHC,Richard,James,Palmer,UW,bmorales,jpalmer@kazu.edu,1A
6913570,UMA50,ME,George,Lillian,Greene,UW,jdixon,lgreene@lajo.info,3A
6860805,UMA50,MABAECOHC,Terry,Jacqueline,Robertson,UW,cmontgomery,jrobertson@vipe.edu,3B
5493953,UMA10,SYDE,Joseph,Terry,Washington,UW,pcox,twashington@roomm.info,3B
6026936,UMA50,MABAECOHC,Roy,Carolyn,Ross,UW,kthomas,cross@oyoyo.info,4B
8834954,UMA10,MABAECOHC,Theresa,David,Duncan,UW,hhayes,dduncan@mita.name,4A
8604879,UMA10,SYDE,Mark,Sharon,Lewis,UW,cstewart,slewis@kare.gov,2A
8764199,UMA50,MABAECOHC,Clarence,Julie,Foster,UW,sbell,jfoster@digitube.org,1B
4813238,UMA50,CSBHC,Doris,William,Mason,UW,pferguson,wmason@youspan.gov,3A
4358297,UMA10,CSBHC,Linda,Lillian,Rivera,UW,jmccoy,lrivera@talane.info,3A
7528537,UMA50,ME,James,Lois,Owens,UW,acrawford,lowens@eadel.mil,2B
2500964,UMA50,ME,Carol,Lawrence,Johnson,UW,aramos,ljohnson@quimm.biz,2B
9853803,UMA50,MABAECOHC,Linda,David,Austin,UW,gpierce,daustin@aimbu.mil,3A
7772355,UMA10,CSBHC,Lawrence,Rebecca,Grant,UW,cfuller,rgrant@flipopia.mil,4B
4990121,UMA10,MABAECOHC,Kevin,Paul,Johnston,UW,ejacobs,pjohnston@buzzbean.mil,2A
2120120,UMA10,ME,Karen,Michelle,Alexander,UW,bwatson,malexander@browsezoom.org,4B
1357284,UMA50,ME,Norma,Samuel,Gardner,UW,wrobinson,sgardner@jabbercube.name,1A
6701169,UMA50,SYDE,Margaret,Sarah,Jacobs,UW,bfowler,sjacobs@gigabox.biz,4B
5306589,UMA50,ME,Justin,Bruce,Watson,UW,kcarpenter,bwatson@meeveo.org,4B
8307010,UMA50,CSBHC,Lori,Randy,Collins,UW,fmarshall,rcollins@vinte.edu,2B
9957671,UMA50,CSBHC,Judith,Shawn,Jones,UW,bhamilton,sjones@edgeify.name,1A
6056434,UMA50,ME,Harold,Arthur,Williamson,UW,faustin,awilliamson@flashpoint.info,2B
4420213,UMA10,MABAECOHC,Philip,Frank,Turner,UW,jfox,fturner@buzzdog.mil,3A
2698801,UMA10,SYDE,Scott,Juan,Franklin,UW,barnold,jfranklin@trupe.info,4B
8014599,UMA10,MABAECOHC,Pamela,Eugene,Ramos,UW,lmontgomery,eramos@ainyx.org,1B
8485014,UMA50,SYDE,Norma,Gregory,Gonzalez,UW,jgriffin,ggonzalez@youfeed.gov,4A
5780242,UMA50,MABAECOHC,Peter,Clarence,Barnes,UW,jhunter,cbarnes@zoomzone.biz,3A
3548140,UMA10,ME,Patrick,Walter,Webb,UW,jward,wwebb@realpoint.biz,2A
2683428,UMA50,MABAECOHC,Marie,Wanda,Romero,UW,ecooper,wromero@realcube.name,4A
1935312,UMA10,MABAECOHC,Dennis,Mary,Watson,UW,rcooper,mwatson@rhynyx.name,1B
2247377,UMA50,ME,Albert,Ruby,Burton,UW,rpeters,rburton@reallinks.net,1B
2657623,UMA10,MABAECOHC,Steve,Lisa,Howard,UW,rgreen,lhoward@topiczoom.edu,4B
4876764,UMA10,SYDE,Diana,Arthur,Patterson,UW,rduncan,apatterson@tagpad.com,1A
3037406,UMA50,SYDE,Justin,Catherine,Wheeler,UW,tjenkins,cwheeler@quamba.biz,4B
7048437,UMA10,SYDE,Barbara,Ann,Holmes,UW,ehart,aholmes@jaxbean.gov,4B
7221724,UMA50,SYDE,Billy,Annie,Riley,UW,tbanks,ariley@brightdog.net,4B
8401681,UMA50,CSBHC,Denise,Peter,Owens,UW,afuller,powens@edgeclub.info,3B
7952482,UMA10,CSBHC,Katherine,Cheryl,Little,UW,bburke,clittle@devcast.name,3A
6692374,UMA10,ME,Angela,Wanda,Marshall,UW,jstephens,wmarshall@babbleopia.mil,1A
8973403,UMA10,CSBHC,Arthur,Daniel,Rose,UW,plong,drose@gabvine.mil,2A
4605945,UMA50,MABAECOHC,Matthew,Brandon,Edwards,UW,eharper,bedwards@podcat.org,4B
8069800,UMA10,ME,Craig,Sharon,Long,UW,jmason,slong@eamia.name,3A
7577744,UMA50,CSBHC,Keith,Walter,Rose,UW,jgriffin,wrose@meetz.edu,3A
6201541,UMA50,ME,Terry,Antonio,Murphy,UW,bking,amurphy@skyba.info,2A
1492072,UMA10,MABAECOHC,Julia,Janet,Parker,UW,tstephens,jparker@browsebug.edu,4B
4411409,UMA10,ME,Ann,Adam,Oliver,UW,gphillips,aoliver@fanoodle.com,4A
8431933,UMA10,ME,Doris,Rose,Murphy,UW,sgarcia,rmurphy@centidel.name,2B
5641841,UMA50,ME,Lois,Todd,Foster,UW,skelley,tfoster@gabtune.info,1A
4295472,UMA50,MABAECOHC,Lawrence,Billy,Franklin,UW,rkennedy,bfranklin@nlounge.name,1B
1581571,UMA10,CSBHC,Alan,Jacqueline,Coleman,UW,wstone,jcoleman@pixope.edu,4B
1772352,UMA50,MABAECOHC,Janice,Evelyn,Mcdonald,UW,mjenkins,emcdonald@tanoodle.name,4A
1188143,UMA10,SYDE,Bobby,Jeffrey,Ward,UW,wstone,jward@skimia.info,2A
8894972,UMA10,MABAECOHC,Lawrence,Kathy,Hayes,UW,wwelch,khayes@dynabox.biz,1B
6212519,UMA50,SYDE,Martin,Jason,Rodriguez,UW,bberry,jrodriguez@mycat.mil,3B
8307464,UMA10,SYDE,Kathy,Sarah,Daniels,UW,rhansen,sdaniels@mymm.info,3B
5444021,UMA50,SYDE,Jesse,Eugene,Ruiz,UW,erobinson,eruiz@jazzy.info,4A
7031108,UMA50,CSBHC,Robert,Frank,Green,UW,dfowler,fgreen@mudo.name,3A
3750809,UMA50,MABAECOHC,Ronald,Janice,Burke,UW,sdaniels,jburke@wikivu.org,4A
5891659,UMA50,CSBHC,Frances,Jose,Reyes,UW,hstone,jreyes@twitterlist.biz,2B
4071416,UMA50,MABAECOHC,Lori,Philip,Watson,UW,dsanders,pwatson@tazzy.gov,1B
1526989,UMA50,CSBHC,Phillip,Brian,Jenkins,UW,vstanley,bjenkins@mynte.mil,2B
5235251,UMA50,ME,Gary,Raymond,Woods,UW,gfrazier,rwoods@oyoloo.mil,4A
6209397,UMA50,SYDE,Sean,Carolyn,Elliott,UW,jcunningham,celliott@einti.mil,1A
